####gene WT_1 WT_2 WT_3 CTCF_4 CTCF_5 CTCF_6 Med12_7 Med12_8 Smc1_9 Smc1_10
uc009bca.1 0 0 0 0 0 0 0 0 0 0
uc009bcb.1 0 0 0 0 0 0 0 0 0 0
uc009bcc.1 12 34 3 21 5 38 16 103 75 132
uc009bcd.2 0 3 0 2 0 3 1 2 0 3
uc009bce.1 161 244 35 72 15 161 6 320 229 621
uc009bcf.1 9 10 2 4 0 10 0 14 10 20
uc009bcg.1 2 1 2 6 0 7 0 2 7 16
uc009bch.1 0 0 0 0 0 0 0 0 0 0
uc009bci.1 0 0 0 0 0 0 0 0 0 0
uc009bcj.1 0 0 0 0 0 0 0 0 0 0
uc009bck.1 0 0 0 0 0 0 0 0 0 0
uc009bcl.1 0 0 0 0 0 0 0 1 2 5
uc009bcm.1 1 1 0 2 0 1 0 0 3 0
uc009bcn.1 0 0 0 0 0 0 0 0 0 0
uc009bco.2 3 16 0 1 1 6 0 1 7 8
uc009bcp.2 0 0 0 0 0 0 0 0 0 0
uc009bcq.1 393 780 142 247 152 576 248 579 1019 1101
uc009bcr.1 0 1 0 0 0 1 0 0 1 0
uc009bcs.2 0 0 0 0 0 0 0 0 0 0
uc009bct.1 1000 1847 318 522 417 1172 478 1292 1513 2272
uc009bcu.1 12 28 9 12 3 26 8 27 56 75
uc009bcv.1 0 0 0 0 0 0 0 0 0 0
uc009bcx.2 1 0 0 0 0 0 0 0 0 1
uc009bcy.2 358 722 127 177 61 441 75 1094 451 1076
uc009bcz.2 4 16 5 22 15 41 11 8 31 22
uc009bda.1 0 0 0 0 0 0 0 0 0 0
uc009bdb.1 0 0 0 0 0 0 0 0 0 0
uc009bdc.1 0 0 0 0 0 0 0 0 0 0
uc009bdd.2 3 6 0 0 1 4 1 0 3 4
uc009bde.1 0 0 0 1 0 1 0 0 0 0
uc009bdf.1 0 0 0 0 0 0 0 0 0 0
uc009bdg.1 64 53 9 16 4 27 0 63 51 119
uc009bdh.1 51 49 10 18 0 31 0 84 40 144
uc009bdi.2 0 0 0 0 0 0 0 0 0 0
uc009bdj.2 0 0 0 0 0 0 0 0 0 0
uc009bdk.2 0 0 0 0 0 0 0 0 0 0
uc009bdl.1 3 1 2 9 0 21 0 14 19 44
uc009bdm.1 0 2 0 0 0 0 0 0 2 9
uc009bdn.1 4 3 1 1 2 0 2 1 6 4
uc009bdo.2 0 0 0 0 0 0 0 0 0 0
uc009bdp.1 627 1127 163 276 220 598 277 620 936 1484
uc009bdq.1 1 0 0 0 1 0 0 1 5 5
uc009bdr.1 0 0 0 0 0 0 0 0 0 0
uc009bds.1 0 0 0 0 0 0 0 0 0 0
uc009bdt.1 0 0 0 0 0 0 0 0 0 0
uc009bdu.1 0 0 0 0 0 0 0 0 0 0
uc009bdv.1 3 4 0 1 0 0 0 5 0 17
uc009bdw.1 0 0 0 0 0 0 1 0 0 0
uc009bdx.1 0 0 0 0 0 0 0 0 0 0
uc009bdy.1 92 70 9 27 2 42 3 116 52 215
uc009bdz.1 2 4 1 1 0 7 0 9 7 21
uc009bea.1 4 16 4 5 0 15 1 17 11 25
uc009beb.1 16 30 6 8 0 16 0 36 19 64
uc009bec.1 0 0 0 0 0 0 0 0 0 0
uc009bed.1 0 0 0 0 0 0 0 0 0 0
uc009bee.1 0 3 0 5 3 4 0 6 8 16
uc009bef.2 346 665 96 461 330 1169 340 897 1673 2095
uc009beg.2 1 1 0 0 0 2 0 1 2 2
uc009beh.2 0 0 0 0 0 0 0 0 0 0
uc009bei.2 0 0 0 0 0 0 0 0 0 0
uc009bej.1 0 2 0 0 1 0 0 0 0 2
uc009bek.2 0 3 0 0 0 0 0 1 2 0
uc009bel.2 0 0 0 0 0 0 0 1 0 0
uc009bem.1 0 0 0 0 0 4 0 2 1 1
uc009ben.1 0 0 0 0 0 0 0 0 0 0
uc009beo.1 0 0 0 0 0 0 0 0 0 0
uc009bep.1 0 0 0 0 0 0 0 0 0 0
uc009beq.1 1 1 1 0 0 0 0 0 0 0
uc009ber.1 9 29 4 10 6 15 0 30 22 55
uc009bes.1 0 0 0 0 0 0 0 0 0 0
uc009bet.1 0 0 0 0 0 0 0 0 0 0
uc009beu.1 0 0 0 0 0 0 0 0 0 0
uc009bev.1 0 0 0 0 0 0 0 0 0 0
uc009bew.1 0 0 0 0 0 0 0 0 0 0
uc009bex.1 5 4 0 1 1 2 0 5 3 3
uc009bey.2 0 1 0 0 0 2 0 0 2 1
uc009bez.2 0 0 0 0 0 0 0 0 0 0
uc009bfa.2 0 0 0 0 0 0 0 0 0 0
uc009bfb.1 0 0 0 0 0 0 0 0 0 0
uc009bfc.1 0 0 0 0 0 0 0 0 0 0
uc009bfd.1 100 239 26 40 30 74 35 200 101 297
uc009bfe.1 1 0 0 1 0 3 0 1 0 2
uc009bff.1 0 0 0 0 0 0 0 0 0 0
uc009bfg.1 1 3 1 2 3 2 1 1 3 4
uc009bfh.1 0 0 0 0 0 0 0 0 0 0
uc009bfi.1 0 0 0 0 0 0 0 0 0 0
uc009bfj.1 0 0 0 0 0 0 0 0 0 0
uc009bfk.1 0 0 0 0 0 0 0 0 0 0
uc009bfl.2 0 1 0 2 0 4 0 2 1 7
uc009bfm.2 0 0 0 0 0 0 0 0 0 0
uc009bfn.1 20 46 6 14 8 27 10 62 31 37
uc009bfo.1 0 0 0 0 1 1 0 1 1 0
uc009bfp.1 0 0 0 0 0 0 0 0 0 0
uc009bfq.1 0 0 0 0 0 1 0 0 0 0
uc009bfr.1 0 0 0 0 0 0 0 0 0 0
uc009bfs.1 0 0 0 0 0 0 0 0 0 0
uc009bft.1 0 0 0 0 0 0 0 0 0 0
uc009bfu.1 5 7 1 2 0 2 0 6 11 18
uc009bfv.1 0 0 0 0 0 0 0 0 0 0
uc009bfw.1 1 0 1 1 1 0 0 5 3 10
uc009bfx.1 0 0 0 0 0 0 0 0 0 0
uc009bfy.1 5 9 2 4 7 12 2 13 37 58
uc009bfz.1 0 0 0 0 0 0 0 0 1 0
uc009bga.1 0 0 0 0 0 0 0 0 0 0
uc009bgb.1 2 3 1 0 1 0 0 1 0 8
uc009bgc.1 7 21 0 8 2 18 3 37 27 61
uc009bgd.1 6 16 3 9 0 20 0 45 36 75
uc009bge.1 0 4 0 1 0 6 0 4 10 16
uc009bgf.1 202 395 79 132 29 243 17 460 459 1106
uc009bgg.1 0 0 0 0 0 0 0 0 0 0
uc009bgh.2 620 1324 323 517 306 1049 237 1330 3503 5853
uc009bgi.1 0 1 1 0 0 0 0 1 1 0
uc009bgj.1 0 2 0 0 0 0 0 0 0 0
uc009bgk.1 0 0 0 0 0 0 0 0 0 0
uc009bgl.1 0 0 0 0 0 0 0 0 0 0
uc009bgm.2 16 19 6 3 6 20 2 12 100 184
uc009bgn.1 0 0 0 0 0 0 0 0 0 0
uc009bgo.1 511 1033 169 237 42 565 29 1592 767 2110
uc009bgp.1 14 16 2 11 0 24 0 35 29 76
uc009bgq.1 17 20 2 12 0 15 1 85 54 129
uc009bgr.1 7 12 1 4 1 11 2 23 26 54
uc009bgs.1 4 8 5 2 0 6 0 14 7 32
uc009bgt.1 763 1623 265 401 255 959 238 1473 1978 3410
uc009bgu.1 1 2 0 1 0 0 0 1 0 0
uc009bgv.1 7 31 7 16 4 26 1 59 36 62
uc009bgw.1 0 1 0 0 0 1 0 0 1 0
uc009bgx.1 27 51 8 10 8 39 7 54 53 106
uc009bgy.2 3396 7039 1066 1875 1346 4884 1432 7377 3182 4838
uc009bgz.1 202 436 71 108 93 237 101 682 186 349
uc009bha.1 1 8 3 5 2 11 0 10 7 9
uc009bhb.1 0 0 0 1 0 0 0 1 0 0
uc009bhc.1 0 0 0 0 0 0 0 0 0 0
uc009bhd.2 0 0 0 2 3 1 0 3 1 9
uc009bhe.1 0 0 0 1 0 2 0 2 1 2
uc009bhf.1 5 6 0 2 2 3 2 10 2 18
uc009bhg.1 80 162 37 66 39 149 58 298 118 240
uc009bhh.1 0 0 0 0 0 0 0 0 1 8
uc009bhi.1 0 0 0 0 0 0 0 0 0 0
uc009bhj.1 0 0 0 0 0 0 0 0 0 0
uc009bhk.1 584 1403 237 230 61 504 77 1456 3234 8487
uc009bhl.1 9 34 7 7 7 7 9 43 47 94
uc009bhm.1 0 1 0 1 0 0 0 2 1 4
uc009bhn.1 0 0 0 0 0 0 0 0 1 2
uc009bho.1 0 2 0 4 0 1 0 1 2 10
uc009bhp.1 0 0 0 0 0 0 0 0 1 2
uc009bhq.1 0 0 0 0 0 0 0 0 0 0
uc009bhr.1 0 0 0 0 0 0 0 0 0 0
uc009bhs.1 0 0 0 0 0 0 0 0 0 0
uc009bht.1 2 2 1 1 0 1 0 6 11 23
uc009bhu.1 6 7 0 1 2 6 0 6 11 17
uc009bhv.1 1 1 0 0 0 1 0 1 1 2
uc009bhw.2 5 4 4 1 0 2 0 7 7 16
uc009bhx.2 0 1 0 0 0 0 0 0 1 1
uc009bhy.2 0 0 0 0 0 0 0 0 0 0
uc009bhz.1 189 354 65 125 101 320 131 471 436 553
uc009bia.1 8 8 3 13 10 22 0 2 12 9
uc009bib.1 0 0 0 0 0 0 0 0 0 0
uc009bid.2 6 9 2 3 1 8 3 10 11 15
uc009bie.2 0 0 0 0 0 0 0 0 0 0
uc009bif.2 0 0 0 0 0 0 0 0 0 0
uc009big.2 0 0 0 0 0 0 0 0 0 0
uc009bih.2 0 0 0 0 0 0 0 0 0 0
uc009bii.2 1 1 0 0 0 0 0 2 3 1
uc009bij.2 3 5 0 0 0 2 0 13 5 18
uc009bik.2 0 0 0 0 0 0 0 0 0 0
uc009bil.1 1 9 1 6 0 7 0 12 12 30
uc009bim.1 9 14 2 10 2 14 6 22 16 36
uc009bin.2 0 2 0 0 0 0 0 0 1 0
uc009bio.2 4 13 0 2 2 6 4 4 7 9
uc009bip.2 4 20 7 10 6 25 3 16 15 25
uc009biq.1 0 0 0 0 0 0 0 0 1 0
uc009bir.1 0 0 0 1 0 0 0 0 0 0
uc009bis.1 0 0 0 0 0 0 0 1 0 0
uc009bit.2 1598 3602 546 839 135 1848 155 3433 3359 9300
uc009biu.1 0 0 0 0 0 0 0 0 0 0
uc009biv.1 0 1 0 0 0 0 0 0 0 0
uc009biy.2 0 0 0 0 0 0 0 0 0 0
uc009biz.1 0 1 0 2 0 9 0 26 11 53
uc009bja.1 3 8 0 5 10 18 12 55 18 57
uc009bjb.1 8 12 1 19 6 23 4 22 38 78
uc009bjc.1 0 1 0 1 0 1 0 0 0 2
uc009bjd.1 0 0 0 0 0 0 0 2 1 0
uc009bje.1 9 15 3 24 13 46 2 18 32 55
uc009bjf.2 19 58 16 70 36 130 27 55 103 124
uc009bjg.2 0 0 0 0 0 0 0 0 0 0
uc009bjh.1 140 266 45 49 61 116 133 95 230 265
uc009bji.1 27 76 16 18 3 59 1 85 58 130
uc009bjj.1 0 0 0 0 0 0 0 0 0 0
uc009bjk.1 0 0 0 0 0 0 0 0 0 0
uc009bjl.1 0 0 0 0 0 0 0 0 0 0
uc009bjm.1 0 0 1 1 0 1 0 0 0 3
uc009bjn.1 0 0 0 0 0 0 0 0 0 0
uc009bjo.2 1 5 3 2 0 1 1 0 1 3
uc009bjp.2 0 0 0 0 0 0 0 0 0 0
uc009bjq.2 1 0 0 4 4 7 2 3 0 3
uc009bjr.2 0 0 0 0 0 0 0 0 0 0
uc009bjt.2 0 0 0 0 0 1 0 0 0 0
uc009bju.1 0 0 0 0 0 0 0 0 0 0
uc009bjv.2 0 4 2 2 1 1 0 7 0 6
uc009bjx.2 155 343 76 142 59 293 52 368 843 1507
uc009bjy.1 8 9 1 4 3 8 0 15 14 37
uc009bjz.2 69 88 23 24 1 41 1 124 94 305
uc009bka.1 0 0 0 0 0 0 0 0 0 0
uc009bkb.1 0 1 0 0 0 2 0 1 3 6
uc009bkc.1 0 0 1 0 0 0 0 0 0 0
uc009bkd.1 0 2 0 0 0 3 0 1 8 8
uc009bke.2 0 0 0 0 0 0 0 0 0 0
uc009bkf.1 4 30 6 11 1 14 3 15 22 36
uc009bkg.1 0 2 0 0 0 2 0 3 2 8
uc009bkh.2 0 0 0 0 0 0 0 0 0 0
uc009bki.1 109 220 26 22 20 49 54 84 106 155
uc009bkj.2 0 0 0 0 0 0 0 0 0 0
uc009bkk.2 0 0 0 0 0 0 0 0 0 0
uc009bkl.2 0 0 0 0 0 0 0 0 0 0
uc009bkm.2 0 0 0 0 0 0 0 0 0 0
uc009bkn.2 0 0 0 0 0 0 0 0 0 0
uc009bko.2 4 17 7 10 0 23 0 28 30 91
uc009bkp.2 0 0 0 0 0 0 0 0 0 0
uc009bkq.1 30 47 15 25 6 68 4 116 97 284
uc009bkt.2 4 14 3 5 0 6 0 11 7 48
uc009bku.2 0 0 0 0 0 0 0 0 0 0
uc009bkv.1 0 0 0 0 0 0 0 0 0 0
uc009bkw.2 0 0 0 0 0 0 0 0 0 0
uc009bkx.2 1 0 0 0 0 0 0 0 1 0
uc009bky.2 0 0 0 0 0 0 0 0 0 0
uc009bkz.2 0 0 0 0 0 0 0 0 0 0
uc009bla.1 0 0 0 0 0 0 0 1 0 0
uc009blb.2 11 16 3 2 0 3 0 9 4 16
uc009blc.1 0 0 0 0 0 0 0 0 0 0
uc009bld.1 0 1 0 0 0 0 0 0 0 0
uc009ble.1 0 0 0 0 0 0 0 0 0 0
uc009blf.1 0 0 0 0 0 0 0 0 0 0
uc009blg.2 382 799 169 359 173 822 73 679 538 1037
uc009blh.1 1 0 1 1 1 4 0 0 1 1
uc009bli.2 0 0 0 0 0 0 0 0 0 0
uc009blj.2 0 0 0 0 0 0 0 0 0 0
uc009blk.2 0 0 0 1 0 0 0 0 1 4
uc009bll.2 2 0 0 1 1 4 0 1 1 3
uc009blm.2 0 0 0 0 0 0 0 0 0 0
uc009bln.1 0 0 0 0 0 0 0 0 0 0
uc009blo.2 2 2 0 0 0 1 0 0 2 4
uc009blp.1 4 6 1 8 3 9 3 16 5 11
uc009blq.1 9 34 9 3 11 15 7 17 19 35
uc009blr.1 0 0 0 0 0 0 0 0 0 0
uc009bls.1 13 24 1 3 2 6 4 1 3 4
uc009blt.1 0 0 0 0 0 0 0 0 0 0
uc009blu.1 300 232 19 25 4 71 7 63 53 268
uc009blv.1 5 18 5 4 0 3 5 9 9 4
uc009blw.1 1 1 0 0 0 0 0 0 1 0
uc009blx.1 0 0 0 0 0 0 0 0 0 0
uc009bly.1 0 0 0 0 0 0 0 0 0 0
uc009blz.1 1 1 0 1 0 0 0 0 0 0
uc009bma.1 0 6 0 1 2 4 0 6 2 7
uc009bmb.1 76 87 20 29 27 72 51 68 133 227
uc009bmc.1 0 0 0 0 0 0 0 0 0 0
uc009bmd.1 0 0 0 0 0 0 0 0 0 0
uc009bme.1 451 1009 192 350 59 754 62 1409 1573 3667
uc009bmf.1 3 7 0 2 0 3 0 5 9 21
uc009bmg.1 0 1 0 0 0 0 0 0 0 0
uc009bmh.1 0 0 0 0 0 0 0 0 0 0
uc009bmi.1 16 6 1 3 1 3 0 3 4 5
uc009bmj.1 2 6 0 0 0 3 1 4 7 14
uc009bml.2 8 13 4 1 0 14 0 9 10 16
uc009bmm.2 1 2 0 1 0 1 0 0 0 8
uc009bmn.2 223 460 97 156 74 350 89 420 428 801
uc009bmo.1 117 224 41 133 25 288 30 554 500 1180
uc009bmp.1 0 1 0 0 0 2 3 3 6 2
uc009bmq.2 0 2 0 3 1 3 0 8 5 1
uc009bmr.1 11 17 4 6 2 16 0 14 14 34
uc009bms.1 0 0 0 0 0 0 0 0 0 0
uc009bmt.1 3 8 0 5 0 1 0 18 4 27
uc009bmu.1 0 0 0 0 0 0 0 0 0 0
uc009bmv.1 1 2 1 0 0 2 0 2 11 20
uc009bmw.1 0 2 0 5 0 0 0 2 5 7
uc009bmx.1 0 0 0 0 0 0 0 0 0 0
uc009bmy.1 0 0 0 0 0 0 0 0 0 0
uc009bmz.1 0 0 0 0 0 0 0 0 1 0
uc009bna.1 0 0 0 0 0 0 0 0 0 0
uc009bnb.1 0 0 0 0 0 0 0 0 0 0
uc009bnc.1 0 0 0 0 0 0 0 0 0 0
uc009bnd.1 0 0 0 0 0 0 0 0 0 0
uc009bne.1 0 0 0 0 0 0 0 0 0 0
uc009bnf.2 1 2 1 0 0 0 0 0 0 0
uc009bng.1 0 0 0 0 0 0 0 0 0 0
uc009bnh.1 0 0 0 0 0 0 0 0 0 0
uc009bni.2 0 0 0 0 0 0 0 0 0 0
uc009bnk.1 0 0 0 0 0 0 0 0 0 0
uc009bnl.1 0 0 0 0 0 0 0 0 0 0
uc009bnm.1 0 0 0 0 0 0 0 0 0 0
uc009bnn.1 0 0 0 0 0 0 0 0 0 0
uc009bno.1 0 0 0 0 0 0 0 0 0 0
uc009bnp.1 0 0 0 0 0 0 0 0 0 0
uc009bnq.1 0 0 0 0 0 0 0 0 0 0
uc009bnr.2 0 0 0 0 0 0 0 0 0 0
uc009bns.1 0 0 0 0 0 0 0 0 0 0
uc009bnt.1 0 0 0 0 0 0 0 0 0 0
uc009bnu.2 0 0 0 0 0 0 0 0 0 0
uc009bnv.1 0 0 0 0 0 0 0 0 0 0
uc009bnw.1 0 0 0 0 0 0 0 0 0 0
uc009bny.2 0 0 0 0 0 0 0 0 0 0
uc009bnz.1 0 0 0 0 0 0 0 0 0 0
uc009boa.2 0 0 0 0 0 0 0 0 0 0
uc009boc.2 0 0 0 0 0 0 0 0 0 0
uc009bod.1 0 0 0 0 0 0 0 0 0 0
uc009boe.1 0 0 0 0 0 0 0 0 0 0
uc009bof.1 0 0 0 0 0 0 0 0 0 0
uc009bog.1 0 0 0 0 0 0 0 0 0 0
uc009boh.1 0 0 0 0 0 0 0 0 0 0
uc009boj.1 0 0 0 0 0 0 0 0 0 0
uc009bok.1 0 0 0 0 0 0 0 0 0 0
uc009bol.1 0 0 0 0 0 0 0 0 0 0
uc009bom.1 0 0 0 0 0 0 0 0 0 0
uc009bon.1 0 0 0 0 0 0 0 0 0 0
uc009boo.1 0 0 0 0 0 0 0 0 0 0
uc009bop.1 0 0 0 0 0 0 0 0 0 0
uc009bor.1 0 0 0 0 0 0 0 0 0 0
uc009bos.1 0 0 0 0 0 0 0 0 0 0
uc009bot.2 0 0 0 0 0 0 0 0 0 0
uc009bou.2 0 0 0 0 0 0 0 0 0 0
uc009bov.2 0 0 0 0 0 0 0 0 0 0
uc009bow.2 0 0 0 0 0 0 0 0 0 0
uc009box.2 0 0 0 0 0 0 0 0 0 0
uc009boy.2 0 0 0 0 0 0 0 0 0 0
uc009boz.2 0 0 0 0 0 0 0 0 0 0
uc009bpa.1 0 0 0 0 0 0 0 0 0 0
uc009bpb.1 0 0 0 0 0 0 0 0 0 0
uc009bpc.1 0 0 0 0 0 0 0 0 0 0
uc009bpd.1 0 0 0 0 0 0 0 0 0 0
uc009bpe.1 0 0 0 0 0 0 0 0 0 0
uc009bpf.1 0 0 0 0 0 0 0 0 0 0
uc009bpg.1 0 0 0 0 0 0 0 0 0 0
uc009bph.1 0 0 0 0 0 0 0 0 0 0
uc009bpi.1 0 0 0 0 0 0 0 0 0 0
uc009bpj.1 0 0 0 0 0 0 0 0 0 0
uc009bpl.1 0 0 0 0 0 0 0 0 0 0
uc009bpm.2 0 0 0 0 0 0 0 0 0 0
uc009bpn.2 0 0 0 0 0 0 0 0 0 0
uc009bpo.1 0 0 0 0 0 0 0 0 0 0
uc009bpp.1 0 0 0 0 0 0 0 0 0 0
uc009bpq.1 0 0 0 0 0 0 0 0 0 0
uc009bpr.2 0 0 0 0 0 0 0 0 0 0
uc009bps.1 0 0 0 0 0 0 0 0 0 0
uc009bpt.1 0 0 0 0 0 0 0 0 0 0
uc009bpu.1 0 0 0 0 0 0 0 0 0 0
uc009bpv.1 0 0 0 0 0 0 0 0 0 0
uc009bpw.2 0 0 0 0 0 0 0 0 0 0
uc009bpx.1 0 0 0 0 0 0 0 0 0 0
uc009bpy.1 0 0 0 0 0 0 0 0 0 0
uc009bpz.1 0 0 1 0 0 1 0 5 0 0
uc009bqa.2 0 0 0 0 0 0 0 0 0 0
uc009bqb.2 0 0 0 0 0 0 0 0 0 0
uc009bqc.2 0 0 0 0 0 1 0 0 0 0
uc009bqd.1 4 13 2 1 0 3 0 4 7 12
uc009bqe.1 0 1 0 0 0 0 0 0 0 0
uc009bqf.2 0 0 0 0 0 0 0 0 1 1
uc009bqg.1 0 0 0 0 0 0 0 0 0 0
uc009bqh.1 0 0 0 0 0 0 0 0 0 0
uc009bqi.1 0 0 0 0 0 0 0 0 0 0
uc009bqj.1 0 0 0 0 0 0 0 0 0 0
uc009bqk.1 0 0 0 0 0 0 0 0 0 0
uc009bql.2 0 0 0 0 0 0 0 0 0 7
uc009bqm.1 0 0 0 0 0 0 0 0 0 1
uc009bqn.1 0 0 0 0 0 0 0 0 0 0
uc009bqo.1 0 0 0 0 0 0 0 0 0 0
uc009bqp.1 2 8 1 1 2 5 3 21 16 30
uc009bqq.1 76 184 31 53 36 112 34 131 214 295
uc009bqr.1 1 0 1 0 0 1 0 2 0 7
uc009bqs.1 0 0 0 0 0 0 0 0 0 0
uc009bqt.1 1 0 0 1 0 0 0 0 0 0
uc009bqu.2 0 0 0 0 0 0 0 0 0 0
uc009bqv.2 0 0 0 0 0 0 0 0 0 0
uc009bqx.1 0 0 0 0 0 0 0 2 1 0
uc009bqy.1 0 0 0 0 0 0 0 0 0 0
uc009bqz.1 0 0 0 0 0 0 0 0 0 0
uc009bra.1 0 0 0 0 0 0 0 0 0 0
uc009brb.1 6 10 2 5 1 4 1 4 21 26
uc009brc.1 63 131 23 223 170 481 182 682 557 771
uc009brd.1 1 2 0 2 0 1 1 3 3 7
uc009bre.1 0 1 0 0 0 2 0 8 1 1
uc009brf.1 0 0 0 0 0 0 0 0 0 0
uc009brg.1 1 0 0 0 0 0 0 0 0 2
uc009brh.1 0 0 0 0 0 0 0 0 0 0
uc009bri.1 0 0 0 0 0 0 0 0 0 0
uc009brj.1 0 0 0 0 0 0 0 0 0 0
uc009brk.2 0 0 0 0 0 0 0 0 0 0
uc009brl.2 0 0 0 0 0 0 0 0 0 0
uc009brm.1 0 0 0 0 0 0 0 0 0 0
uc009brn.1 36 113 14 67 34 142 45 223 190 375
uc009bro.1 0 0 0 0 0 0 0 0 0 0
uc009brp.1 0 0 0 0 0 0 0 0 0 0
uc009brq.1 0 0 0 0 0 0 0 0 0 0
uc009brr.1 0 0 0 0 0 0 0 0 0 0
uc009brs.1 3 1 1 3 0 5 0 14 21 58
uc009brt.1 0 0 0 0 0 0 0 0 0 1
uc009bru.1 2 4 0 2 0 9 0 10 31 43
uc009brv.1 0 0 0 0 0 0 0 0 0 0
uc009brw.1 0 0 0 0 0 0 0 0 0 0
uc009brx.1 0 0 0 0 0 0 0 0 0 0
uc009bry.1 0 0 0 0 0 0 0 0 0 0
uc009brz.1 0 0 0 0 0 0 0 0 0 0
uc009bsa.1 0 0 0 0 0 0 0 0 0 0
uc009bsb.1 0 0 0 0 0 0 0 0 0 0
uc009bsc.1 0 0 0 0 0 0 0 0 0 0
uc009bsd.1 0 0 0 0 0 0 0 0 0 0
uc009bse.1 0 0 0 0 0 0 0 0 0 0
uc009bsf.1 0 0 0 0 0 0 0 0 0 0
uc009bsg.1 0 0 0 0 0 0 0 0 0 0
uc009bsh.1 0 0 0 0 0 0 0 0 0 0
uc009bsi.1 0 0 0 0 0 0 0 0 0 0
uc009bsj.1 0 0 0 0 0 0 0 0 0 0
uc009bsk.1 0 0 0 0 0 0 0 0 0 0
uc009bsl.1 0 0 0 0 0 0 0 0 0 0
uc009bsm.2 0 0 0 0 0 1 0 0 1 10
uc009bsn.1 1 1 0 2 0 1 0 4 4 15
uc009bso.2 110 231 43 63 24 120 41 346 403 756
uc009bsp.1 0 2 0 2 1 8 1 5 3 11
uc009bsq.1 7 6 2 0 1 4 1 8 4 11
uc009bsr.1 0 0 0 0 0 0 0 0 0 0
uc009bss.1 2 7 0 2 0 5 0 16 3 15
uc009bst.2 0 1 0 1 1 0 1 1 3 4
uc009bsu.1 0 0 0 0 0 0 0 0 0 0
uc009bsv.1 0 0 0 0 0 0 0 0 0 0
uc009bsw.1 0 0 0 0 0 0 0 0 0 0
uc009bsx.2 0 0 0 0 0 0 0 0 0 0
uc009bsy.1 0 0 0 0 0 0 0 0 0 0
uc009bsz.1 5 13 3 8 9 12 10 0 13 10
uc009bta.1 502 925 148 332 157 766 101 1121 879 1730
uc009btb.2 0 0 0 0 0 0 0 0 1 0
uc009btc.2 0 0 0 0 0 0 0 0 1 1
uc009btd.1 1 1 0 0 1 0 1 0 0 0
uc009bte.1 2 8 3 4 5 11 2 11 8 6
uc009btf.1 2213 4480 729 1655 850 3364 681 8201 3374 6624
uc009btg.1 37 49 10 11 9 25 28 105 74 146
uc009bth.2 3 10 2 2 0 13 1 16 9 24
uc009bti.2 0 0 0 0 0 0 0 0 0 0
uc009btj.2 0 0 0 0 0 0 0 0 0 0
uc009btk.1 0 3 0 3 0 5 1 16 11 28
uc009btl.1 126 257 47 55 34 123 106 228 391 545
uc009btm.2 0 0 0 0 0 0 0 0 0 0
uc009btn.2 0 0 0 0 0 0 0 0 0 0
uc009bto.2 9 17 4 1 1 12 2 31 39 71
uc009btq.2 16 27 8 7 2 13 20 73 89 142
uc009btr.2 1 0 1 0 0 0 0 0 1 4
uc009bts.2 0 0 0 0 0 0 0 0 0 0
uc009btt.1 0 3 1 0 0 0 0 0 0 4
uc009btu.1 0 0 0 0 1 2 1 2 2 4
uc009btv.2 251 552 126 191 108 434 142 592 779 1127
uc009btw.1 0 0 0 0 0 0 0 0 0 0
uc009btx.1 4 5 0 3 2 6 0 6 11 12
uc009bty.2 0 0 0 0 0 0 0 0 0 0
uc009btz.2 0 0 0 0 0 0 0 0 0 0
uc009bua.2 0 0 0 0 0 0 0 0 0 0
uc009bub.2 0 0 0 0 0 0 0 0 0 0
uc009buc.2 8 14 2 4 1 17 1 32 14 63
uc009bud.2 1 0 0 0 0 0 0 0 0 0
uc009bue.1 1 1 0 0 0 0 0 0 1 1
uc009buf.1 0 0 0 0 0 0 0 0 0 0
uc009bug.1 0 0 0 0 0 0 0 0 0 0
uc009buh.1 0 0 0 0 0 0 0 0 0 0
uc009bui.1 0 0 0 0 0 0 0 0 0 0
uc009buj.1 0 0 0 0 0 0 0 0 0 0
uc009buk.2 0 0 2 1 0 5 0 4 4 7
uc009bul.1 0 0 0 0 0 0 0 0 0 0
uc009bum.1 0 0 0 0 0 0 0 0 0 0
uc009bun.2 0 0 0 0 0 0 0 0 0 0
uc009buo.2 1 0 0 2 1 0 0 0 2 3
uc009bup.2 114 197 31 61 48 134 63 152 186 287
uc009buq.2 0 0 0 0 0 0 0 0 0 0
uc009bur.2 0 0 0 0 0 0 0 0 0 0
uc009but.1 0 0 0 0 0 1 0 0 0 5
uc009buu.1 0 0 0 0 0 0 0 0 0 0
uc009buv.1 0 0 0 0 0 0 0 0 0 0
uc009buw.1 0 0 0 0 0 0 0 0 0 0
uc009bux.1 0 0 0 0 0 0 0 0 0 0
uc009buy.1 0 0 0 0 0 0 0 0 0 0
uc009buz.1 0 0 0 0 0 0 0 0 0 0
uc009bva.1 0 0 0 0 0 0 0 0 0 0
uc009bvb.1 0 1 0 1 0 2 0 4 1 3
uc009bvc.1 0 0 0 0 0 0 0 0 0 0
uc009bvd.2 0 1 0 0 0 2 0 0 1 0
uc009bve.2 0 2 0 2 0 1 0 0 2 2
uc009bvf.1 0 0 0 0 0 0 0 0 0 0
uc009bvg.1 0 0 0 0 0 0 0 0 0 0
uc009bvh.1 24 28 8 21 8 59 9 200 65 176
uc009bvi.1 0 0 0 0 0 0 0 0 0 0
uc009bvj.1 0 0 0 0 0 0 0 0 0 0
